Original Size;After White Spaces;After Numbers;After URLs;After Punctuation;After Javascript;After HTML
12380;12187;12177;12177;12139;12139;12087
21352;20941;20513;20513;20437;20437;20343
9071;8847;8819;8670;8634;8634;8634
6185;6062;6046;6012;5972;5972;5840
13570;13242;13218;12848;12760;12760;12676
10306;10063;10050;9917;9859;9859;9781
6207;6083;6067;6033;5993;5993;5861
13003;12740;12726;12583;12542;12542;12468
9294;9119;9106;8977;8931;8931;8853
8119;7906;7896;7765;7722;7722;7638
7565;7424;7405;7273;7216;7216;7112
7267;7109;7095;7060;7020;7020;6938
40427;39068;38671;38671;37639;37639;32538
8642;8436;8423;8423;8381;8381;8327
15842;15454;15429;15429;15349;15349;15271
12696;12380;12367;12166;12094;12094;11998
7173;7019;7002;6848;6814;6814;6736
17154;16710;16662;16662;16582;16582;16500
12226;11944;11909;11691;11644;11644;11562
9169;8999;8984;8871;8823;8823;8717
7573;7435;7413;7371;7329;7329;7201
21482;18079;18065;17419;17329;17329;3597
16848;16552;16528;16528;16457;16457;16375
14825;14517;14501;13742;13684;13684;13602
6087;5929;5919;5818;5636;5636;5568
10082;9847;9830;9654;9610;9610;9528
9155;8952;8942;8891;8843;8843;8749
17851;17281;17219;17219;16779;16779;16701
6910;6725;6712;6680;6628;6628;6542
48504;47411;47153;47153;46734;46734;46652
6499;6374;6358;6300;6177;6177;6089
18356;17924;17874;17830;17743;17743;17675
18307;17734;17677;17677;17236;17236;17158
32137;24502;24467;23739;23655;23655;5521
8969;8685;8652;8609;8551;8551;8485
13512;13197;13183;13126;13081;13081;12999
10396;10151;10138;10005;9949;9949;9871
11775;11516;11496;10808;10767;10767;10669
13338;13071;12999;12661;12620;12620;12538
8488;8322;8305;8305;8269;8269;8191
7451;7300;7283;7149;7112;7112;7034
16490;16114;16099;16058;16004;16004;15908
6290;6139;6129;5996;5957;5957;5877
7139;6970;6957;6862;6825;6825;6743
7418;7267;7250;7116;7081;7081;7003
7383;7232;7215;7081;7044;7044;6966
6875;6734;6716;6716;6669;6669;6573
15831;15380;15345;15255;14441;14441;14353
6647;6514;6483;6448;6413;6413;6339
32207;24569;24531;23803;23719;23719;5585
8675;8448;8432;8432;8384;8384;8310
6172;6049;6030;6002;5964;5964;5812
9705;9513;9497;9497;9455;9455;9377
10153;9929;9916;9805;9743;9743;9651
7470;7316;7296;7219;7154;7154;7058
8771;8568;8556;8404;8368;8368;8290
46273;44303;43914;43914;42875;42875;33272
24451;23934;23857;22041;21757;21757;21677
12417;12104;12091;11890;11819;11819;11723
11466;11148;11132;10893;10861;10861;10795
7068;6936;6924;6886;6849;6849;6761
8509;8333;8321;8010;7974;7974;7896
7256;7105;7089;6951;6918;6918;6840
7740;7597;7582;7497;7381;7381;7309
9797;9615;9603;9474;9425;9425;9347
11679;11413;11386;11179;11129;11129;11049
7098;6949;6933;6775;6738;6738;6660
7226;7076;7060;6902;6866;6866;6788
10048;9844;9823;9771;9626;9626;9510
8045;7888;7872;7781;7748;7748;7670
8506;8326;8308;8189;8146;8146;8068
8986;8701;8669;8623;8564;8564;8498
6792;6663;6651;6497;6459;6459;6369
13077;12781;12734;12660;12602;12602;12520
8730;8558;8549;7653;7617;7617;7535
10365;10139;10114;10114;10071;10071;9942
9605;9408;9387;9331;9184;9184;9104
7464;7313;7297;7139;7106;7106;7028
9354;9167;9145;9145;9084;9084;9016
13230;12991;12976;12760;12704;12704;12608
8110;7888;7879;7879;7835;7835;7761
13937;13655;13646;13509;13453;13453;13357
7331;7183;7160;7115;7079;7079;6993
19628;18437;18333;18233;17116;17116;11936
9568;9372;9350;9294;9149;9149;9057
11351;11093;11080;10611;10565;10565;10488
7307;7156;7139;6981;6943;6943;6865
6886;6745;6735;6663;6622;6622;6516
8356;8139;8129;8005;7958;7958;7862
9715;9490;9477;9348;9308;9308;9220
16344;15927;15901;15691;15623;15623;15561
11148;10908;10885;10729;10680;10680;10618
8381;8221;8195;8160;8127;8127;8049
6382;6230;6208;6107;5925;5925;5853
11339;11096;11073;10917;10867;10867;10789
6837;6715;6705;6616;6580;6580;6516
18252;13625;13567;13183;13084;13084;9500
7762;7598;7584;7538;7492;7492;7396
11858;11596;11551;11551;11484;11484;11404
6769;6650;6637;6555;6525;6525;6447
7757;7602;7585;7427;7392;7392;7314
13341;13068;12996;12628;12587;12587;12505
15449;15113;15073;15023;14915;14915;14833
7825;7659;7646;7560;7526;7526;7418
13936;13643;13622;13622;13382;13382;13304
7297;7140;7130;7099;7048;7048;6964
10218;9976;9963;9839;9781;9781;9703
9416;9221;9199;9143;8998;8998;8904
6680;6537;6520;6362;6327;6327;6249
15175;14861;14842;14662;14588;14588;14542
9335;9142;9120;9064;8919;8919;8825
7850;7663;7649;7602;7554;7554;7236
12272;12035;12014;11723;11657;11657;11571
9481;9286;9264;9208;9063;9063;8989
14234;13872;13862;13247;13195;13195;13099
10143;9923;9913;9744;9705;9705;9623
15067;14755;14736;14556;14478;14478;14392
11534;11278;11268;10580;10541;10541;10431
7287;7129;7113;7007;6968;6968;6890
7282;7124;7111;7042;7003;7003;6921
10859;10621;10607;10538;10500;10500;10402
15717;15311;15301;15231;15171;15171;15099
8166;8003;7986;7915;7868;7868;7772
6157;6040;6013;5987;5951;5951;5863
15367;14966;14956;14886;14827;14827;14755
12699;12450;12422;12299;12233;12233;12153
17068;16654;16640;16501;16240;16240;16108
19816;18622;18511;18411;17296;17296;12119
13813;13485;13438;13167;13107;13107;13029
6409;6284;6271;6226;6189;6189;6101
7720;7506;7496;7422;7363;7363;7267
5847;5730;5713;5669;5639;5639;5561
5712;5574;5564;5440;5384;5384;5302
7601;7414;7394;7264;7198;7198;7074
7521;7372;7343;7247;7213;7213;7147
10565;10353;10340;10259;10204;10204;10126
14927;14558;14519;14519;14222;14222;14146
8596;8158;8085;7867;7633;7633;5925
7441;7256;7236;7106;7041;7041;6917
13515;13146;13120;12837;12775;12775;12731
9932;9726;9686;9640;9599;9599;9521
11465;11203;11191;10686;10641;10641;10538
14359;14092;14082;14060;13953;13953;13859
14320;14054;14044;14022;13916;13916;13822
11103;10889;10875;10760;10686;10686;10598
1923;1845;1825;1704;1671;1671;1028
1380;1333;1313;1194;1169;1169;1035
4520;4336;4310;4179;4143;4143;2426
1669;1601;1567;1469;1217;1217;1153
5862;5741;5713;5480;5449;5449;1715
9225;9064;9051;8958;8915;8915;8837
10295;10073;10055;9981;9923;9923;9831
6539;6380;6366;6296;6258;6258;6174
7731;7578;7561;7470;7436;7436;7358
9062;8858;8845;8683;8641;8641;8549
12767;12482;12473;12325;12274;12274;12176
15683;15362;15334;15161;15090;15090;15006
3257;3184;3161;3161;3132;3132;3068
2001;1949;1926;1926;1895;1895;1831
10844;10594;10581;10013;9968;9968;9871
6453;6305;6291;6217;6135;6135;6047
2013;1860;1840;1666;1626;1626;1562
2269;2213;2191;2191;2156;2156;2092
1704;1614;1595;1232;1213;1213;475
1452;1415;1393;1300;1270;1270;1206
3571;2924;2905;2725;2699;2699;1209
2267;2137;2118;2046;2016;2016;1056
1810;1733;1704;1341;1321;1321;583
2712;2637;2595;2555;2516;2516;2452
11702;10929;10917;10792;10573;10573;2615
2779;2679;2645;2527;2461;2461;1632
2877;2717;2691;2536;2505;2505;1226
1247;1122;1093;916;900;900;623
1872;1825;1816;1589;1565;1565;1245
1137;1015;996;892;863;863;799
36267;34873;34680;34622;33258;33258;29869
6266;6146;6129;6095;6057;6057;5963
8397;8213;8191;8191;8145;8145;8049
8081;7923;7911;7851;7812;7812;7726
8150;7928;7919;7919;7874;7874;7800
6833;6643;6631;6488;6457;6457;6391
18125;17753;17725;17049;16977;16977;16039
14019;13731;13715;13158;13093;13093;13029
2145;2102;2074;1977;1947;1947;1337
1468;1410;1377;1242;1218;1218;687
1212;1124;1105;1044;1021;1021;886
1154;1065;1036;975;955;955;891
2729;2617;2596;2596;2564;2564;2500
6144;5929;5894;5473;5408;5408;2242
1265;1210;1176;1098;1070;1070;1006
2965;2803;2767;2612;2580;2580;1301
5396;5275;5252;5252;5212;5212;1648
1265;1210;1176;1098;1070;1070;1006
798;767;758;568;554;554;302
828;744;735;668;649;649;551
3929;3380;3357;3195;3165;3165;1431
1834;1746;1713;1612;1585;1585;1337
5996;5783;5758;5337;5275;5275;2160
10811;9264;9221;9221;9200;9200;9098
1255;1216;1194;1135;1110;1110;1046
1255;1216;1194;1135;1110;1110;1046
6062;5912;5900;5900;5842;5842;5752
9524;9309;9294;9212;9156;9156;9072
6267;6107;6089;5988;5946;5946;5864
6561;6202;6189;6112;6069;6069;5979
8412;8257;8245;8186;8148;8148;8070
6694;6562;6535;6457;6428;6428;6350
1520;1432;1414;1334;1310;1310;1246
6177;5962;5927;5506;5440;5440;2272
8916;8723;8714;8566;8512;8512;8446
949;861;852;792;771;771;674
2252;2196;2174;2174;2141;2141;2077
4932;4635;4580;4580;4205;4205;4141
2303;2218;2196;2035;1939;1939;1585
2666;2466;2448;2448;2416;2416;2352
4194;3882;3853;3853;3833;3833;1100
5209;4274;4234;4018;3982;3982;1992
2695;2585;2570;2570;2519;2519;2453
3286;3214;3192;3192;3160;3160;3096
1411;1298;1269;1101;1083;1083;668
15403;15123;15114;14866;14821;14821;14733
12398;12118;12103;12011;11959;11959;11859
6366;6205;6188;6087;6045;6045;5957
13930;13556;13531;13396;13330;13330;13268
15379;15052;15043;14820;14775;14775;14687
9726;9529;9514;9427;9379;9379;9275
9746;9549;9534;9447;9399;9399;9295
18241;17866;17849;16532;16480;16480;16408
12995;12749;12737;12161;12100;12100;12036
12102;11871;11858;11414;11356;11356;11300
12767;12522;12500;12077;12018;12018;11954
8509;8324;8309;8201;8140;8140;8058
22995;22493;22473;20448;20372;20372;20076
36433;27659;27633;18913;18824;18824;5117
10045;9807;9781;9534;9480;9480;9341
6432;6284;6271;6197;6115;6115;6027
9391;9204;9191;9094;9057;9057;8959
4061;3916;3891;3703;3655;3655;3165
994;940;931;889;864;864;798
1517;1391;1362;1237;1206;1206;1142
2917;2782;2753;2564;2542;2542;1330
27216;26245;26007;26007;25588;25588;25524
994;940;931;889;864;864;798
1456;1331;1312;1187;1159;1159;1095
2045;1954;1929;1756;1727;1727;990
2707;2599;2573;2262;2231;2231;1384
798;759;727;675;659;659;595
1652;1601;1575;1484;1456;1456;1262
2093;1983;1954;1877;1849;1849;1024
4980;4093;4069;3200;3178;3178;1235
2112;2030;2008;1759;1720;1720;856
568;527;518;465;440;440;286
2249;2163;2141;1652;1620;1620;864
6224;6099;6082;6082;6047;6047;5969
8939;8745;8729;8598;8545;8545;8431
10568;10319;10304;10178;10130;10130;10019
10336;10123;10105;9986;9941;9941;9857
10375;10161;10146;10017;9971;9971;9877
7260;7103;7082;6932;6794;6794;6710
10405;10133;10123;9927;9875;9875;9781
24424;23341;23174;16057;15882;15882;6343
7516;7368;7352;7261;7228;7228;7150
24472;24005;23957;22175;22101;22101;22006
10485;10237;10222;10096;10049;10049;9938
12281;11966;11929;11700;11651;11651;11573
13627;13253;13213;13015;12956;12956;12880
1664;1601;1585;1585;1571;1571;1524
5138;5030;5017;4867;4830;4830;4744
5892;5520;5470;5470;5373;5373;5325
4806;4260;4223;4223;3958;3958;3913
8692;8481;8460;8342;8290;8290;8188
1181;1121;1089;1028;999;999;951
13325;12376;12244;12203;11121;11121;11088
11233;11039;11030;10853;10808;10808;10710
9920;9584;9493;9393;9055;9055;7867
3368;2858;2845;2665;2647;2647;1128
4291;4158;4133;4014;3976;3976;835
16624;16055;15790;15790;15036;15036;14972
798;722;713;647;628;628;530
4287;4160;4135;4016;3978;3978;837
1413;1356;1329;1178;1063;1063;999
3006;2885;2853;2728;2688;2688;1161
5194;5013;5004;4186;4160;4160;1876
4377;4241;4206;4087;4048;4048;907
3452;3349;3326;3326;3282;3282;3218
2129;2046;2024;1775;1732;1732;880
11307;10415;10378;10318;10227;10227;2691
1660;1558;1529;1017;990;990;926
10575;10326;10311;10185;10136;10136;10023
13462;13138;13125;12924;12849;12849;12755
10675;10458;10442;10355;10306;10306;10228
18003;17557;17531;17365;17267;17267;17144
11511;11300;11291;11201;11159;11159;11069
21224;20827;20808;19106;19037;19037;18929
17145;15088;15067;13229;13190;13190;3854
14501;14193;14184;14184;14128;14128;14050
14479;14172;14163;14163;14106;14106;14028
14517;14209;14200;14200;14144;14144;14066
10599;10350;10335;10209;10161;10161;10050
9516;9317;9298;9181;9130;9130;9040
8834;8601;8592;8391;8343;8343;8277
15207;14900;14879;14534;14447;14447;14367
8826;8593;8584;8383;8334;8334;8268
8129;6959;6937;5236;5199;5199;2231
2278;2227;2215;2215;2179;2179;2065
3077;2943;2906;2906;2817;2817;2693
2268;2138;2119;2040;2013;2013;1041
20191;19545;19508;19508;19370;19370;13281
2931;2865;2843;2843;2814;2814;2745
1591;1523;1514;1479;1456;1456;815
1006;889;870;757;742;742;673
3756;3091;3072;2886;2868;2868;1230
1750;1658;1609;1507;1474;1474;1405
3455;2942;2920;2740;2723;2723;1160
6537;6160;6131;5985;5908;5908;1359
7934;7788;7776;7746;7715;7715;7637
7485;7333;7317;7170;7134;7134;7056
6844;6723;6714;6602;6566;6566;6492
6386;6238;6229;6139;6096;6096;6002
10929;10628;10616;10469;10404;10404;10308
17145;15088;15067;13229;13190;13190;3854
6480;6337;6328;6238;6194;6194;6100
2299;2153;2127;1926;1899;1899;1830
1121;1021;999;865;849;849;780
12733;12499;12446;12129;12054;12054;7153
12841;12604;12531;12214;12134;12134;7195
7219;7071;7055;6908;6873;6873;6795
8685;8498;8485;8424;8376;8376;8296
2185;2116;2088;1917;1891;1891;1143
990;882;860;716;702;702;633
1494;1348;1329;1205;1177;1177;1108
1774;1717;1708;1679;1655;1655;1586
4337;4030;4004;3928;3805;3805;3736
724;701;665;475;465;465;235
2298;2242;2220;2220;2187;2187;2118
1480;1415;1393;1293;1274;1274;565
2278;2222;2200;2200;2172;2172;2103
2219;2166;2147;2092;2069;2069;1418
1648;1590;1564;1405;1385;1385;739
1655;1609;1587;1587;1561;1561;1492
6117;5183;5165;4468;4414;4414;2497
6025;5899;5887;5835;5792;5792;5710
36779;33478;33381;29976;29588;29588;23163
6049;5933;5918;5844;5807;5807;5717
14920;14647;14638;14377;14333;14333;14245
12134;11907;11898;11322;11265;11265;11201
24538;20274;20200;13125;12953;12953;5867
14920;14636;14613;13607;13565;13565;13477
1676;1619;1600;1563;1523;1523;1352
7953;7650;7633;7524;7392;7392;7374
2341;2227;2196;2003;1984;1984;1561
22742;20619;20529;12062;11663;11663;5465
8144;7922;7737;7737;7489;7489;7071
13262;13012;12989;12546;12507;12507;12419
3070;2954;2912;2787;2755;2755;1219
3010;2891;2859;2734;2700;2700;1168
5482;4889;4864;3658;3586;3586;1384
4578;4402;4348;4194;4127;4127;2887
3378;3268;3232;3133;2987;2987;2918
2900;2785;2762;2637;2607;2607;1076
11903;11674;11637;11567;11414;11414;11326
18815;18421;18409;18321;18233;18233;18137
5240;5136;5121;5101;5068;5068;4986
16854;16475;16447;15275;15198;15198;15122
6531;6152;6139;6062;6017;6017;5941
5802;5693;5674;5550;5518;5518;5452
17694;17324;17315;16402;16321;16321;16257
16027;15716;15694;14939;14886;14886;14798
21771;21364;21321;19853;19771;19771;19681
7971;7779;7770;7750;7702;7702;7614
4396;3505;3483;2957;2930;2930;1042
3489;3362;3335;2075;2064;2064;847
3493;3359;3332;2072;2061;2061;844
1967;1894;1875;1875;1829;1829;1652
5712;5435;5408;5309;5169;5169;1417
1362;1311;1278;1228;1210;1210;850
3155;3062;3022;3022;3010;3010;971
1819;1731;1698;1597;1574;1574;1321
14797;12376;12353;12353;12068;12068;6174
3680;3532;3515;3320;3295;3295;1386
4517;4035;4023;2620;2601;2601;1023
5222;5118;5103;5083;5050;5050;4986
17590;17179;17162;17162;17095;17095;17013
16703;16265;16221;16174;15482;15482;15400
9355;9156;9128;9018;8971;8971;8875
10911;10709;10700;10349;10290;10290;10226
20608;20224;20210;17649;17538;17538;17436
10004;9734;9550;9003;8753;8753;8155
25122;22871;22805;14133;13995;13995;7009
43312;31512;31486;21958;21871;21871;5888
19585;19173;19159;17667;17619;17619;17515
12915;12660;12647;12419;12369;12369;12275
9674;9471;9443;9338;9292;9292;9188
7833;7686;7673;7614;7575;7575;7497
3788;3633;3610;3610;3580;3580;3511
9042;8780;8758;8758;8640;8640;2448
1609;1541;1507;1466;1215;1215;1146
2475;2377;2359;2359;2329;2329;2260
2056;2015;1995;1896;1873;1873;1295
6523;5066;5040;4100;4074;4074;1206
1191;1152;1129;1070;1052;1052;983
16626;16050;15786;15786;15270;15270;15201
4518;4036;4023;2620;2601;2601;1023
645;619;600;550;533;533;443
3272;3077;3044;2896;2858;2858;1568
1084;982;954;845;832;832;763
2697;2599;2575;2379;2359;2359;1408
1781;1730;1700;1613;1591;1591;903
3221;3150;3122;3122;3091;3091;3028
1777;1726;1696;1609;1588;1588;900
5124;4192;4161;3945;3903;3903;1914
7590;7448;7425;7425;7392;7392;7329
5112;4189;4158;3942;3904;3904;1915
12011;11773;11753;7126;7070;7070;1332
2471;2296;2283;2135;2100;2100;2037
18576;18222;17925;17925;17477;17477;17376
3674;3519;3498;3366;3340;3340;2401
2238;2183;2160;2160;2119;2119;2056
3689;3519;3498;3366;3340;3340;2401
5119;4191;4160;3944;3906;3906;1917
18576;18222;17925;17925;17477;17477;17376
2348;2233;2202;1950;1919;1919;1856
915;841;818;742;725;725;662
1265;1226;1203;1144;1118;1118;1055
5347;5045;5018;4009;3989;3989;1851
2208;2139;2110;1939;1914;1914;1166
2259;2190;2161;1990;1963;1963;1215
1071;1008;988;912;840;840;771
1602;1455;1435;1313;1288;1288;1219
2710;2641;2624;2501;2485;2485;1009
912;887;874;765;752;752;601
6353;4962;4936;3990;3968;3968;1118
3093;2959;2939;2707;2674;2674;1616
1427;1287;1277;1193;1109;1109;1040
3668;3412;3367;3305;3228;3228;3121
3670;3414;3369;3307;3230;3230;3123
1439;1299;1289;1205;1121;1121;1052
6457;5064;5028;4082;4055;4055;1167
1148;1106;1083;1033;1010;1010;801
1204;1161;1138;1088;1061;1061;814
1033;947;916;862;844;844;775
2383;2269;2242;2049;2028;2028;1605
5470;5226;5216;5172;5051;5051;2685
5208;4619;4593;4296;4129;4129;1862
1060;969;946;946;918;918;849
3937;3802;3779;3779;3753;3753;3684
3239;3133;3093;3015;2888;2888;2819
6353;4962;4936;3990;3968;3968;1118
2632;2570;2542;2542;2516;2516;2447
6472;5079;5043;4097;4071;4071;1183
6471;5078;5042;4096;4069;4069;1181
6535;5091;5055;4109;4083;4083;1195
3535;2898;2869;2722;2699;2699;1272
6160;5597;5537;4876;4853;4853;1209
6638;6464;6441;6332;6296;6296;6204
10309;10017;10007;9811;9753;9753;9657
7473;7309;7290;7251;7211;7211;7131
16623;16186;16142;16095;15405;15405;15331
7149;7012;6999;6999;6964;6964;6886
9504;9272;9257;9257;9193;9193;9189
11982;11726;11700;11591;11545;11545;11507
14996;14686;14660;13750;13671;13671;13583
6526;6157;6143;6066;6023;6023;5947
13114;12866;12835;12613;12564;12564;12488
17876;17461;17444;17444;17377;17377;17297
10951;10738;10716;10368;10312;10312;10224
8045;7895;7882;7823;7786;7786;7708
7336;7140;7127;7007;6978;6978;6900
8773;8573;8560;8378;8335;8335;8243
12542;12315;12284;12150;12103;12103;12003
11851;11664;11632;11581;11484;11484;11402
13938;13652;13629;12540;12499;12499;12403
6359;6212;6198;6124;6041;6041;5965
6431;6294;6284;6175;6086;6086;6010
7576;7336;7326;7204;7158;7158;7060
12340;12116;12085;11951;11905;11905;11795
9782;9574;9561;9257;9208;9208;9114
21953;21516;21498;21458;21405;21405;21341
9413;9209;9195;9149;9106;9106;9024
17089;16714;16696;16629;16567;16567;16479
7311;7162;7149;7075;7040;7040;6962
10436;10155;10142;10015;9970;9970;9882
10432;10135;10122;9995;9950;9950;9862
10398;10119;10106;9979;9934;9934;9846
10502;10216;10203;10076;10030;10030;9942
10436;10155;10142;10015;9969;9969;9881
10364;10090;10077;9950;9905;9905;9817
10514;10208;10195;10068;10023;10023;9935
10474;10184;10171;10044;9999;9999;9911
10384;10103;10090;9963;9918;9918;9830
10516;10216;10203;10076;10030;10030;9942
10462;10167;10154;10027;9982;9982;9894
8456;8270;8260;8075;8008;8008;7928
7805;7644;7631;7547;7389;7389;7305
10895;10670;10650;10510;10455;10455;10359
16335;15991;15976;14633;14562;14562;14498
14868;14559;14549;13898;13830;13830;13766
15096;14786;14722;14384;14301;14301;14229
14556;14235;14225;13549;13471;13471;13407
15579;15208;15198;14436;14352;14352;14288
26610;20554;20533;13481;13236;13236;4667
15489;15208;15193;14611;14563;14563;14493
16125;15818;15803;15307;15253;15253;15183
18127;17774;17752;16813;16755;16755;16685
34025;25151;25124;17892;17814;17814;4338
15211;14926;14911;14447;14398;14398;14328
7171;7011;6992;6953;6913;6913;6831
19082;18657;18640;17131;17068;17068;16988
9723;9518;9499;9361;9318;9318;9216
9693;9489;9470;9332;9289;9289;9187
9711;9506;9487;9349;9306;9306;9204
12970;12716;12702;12474;12424;12424;12330
11549;11307;11282;10986;10933;10933;10837
9565;9346;9336;9220;9154;9154;9064
12913;12660;12646;12418;12367;12367;12273
5929;4891;4856;4013;3969;3969;1216
12216;11984;11970;11559;11495;11495;11431
4607;4477;4454;4454;4426;4426;4357
1767;1716;1686;1599;1582;1582;888
11215;11013;10990;10990;10963;10963;10894
7818;6194;6171;6057;5998;5998;4790
2930;2872;2851;2851;2814;2814;2705
6285;6033;6003;5955;5728;5728;3321
1101;1040;1020;944;872;872;803
1608;1543;1508;1467;1217;1217;1148
8713;8488;8475;7915;7877;7877;7797
